practice_code,gpps_overall_pct,gpps_contact_pct,gpps_responses
A83047,86.8,76.2,134
A83048,98.5,100.0,65
A83070,94.1,89.7,59
A83641,85.7,84.8,43
Y00286,67.5,65.5,23
M81001,68.2,61.2,121
M81002,89.1,83.6,133
M81004,84.3,85.2,140
M81005,84.3,81.2,118
M81006,77.1,77.8,177
M81007,85.4,77.3,52
M81008,86.3,86.8,184
M81009,88.7,83.4,53
M81010,81.1,85.0,122
M81011,98.3,98.5,74
M81012,62.3,67.0,91
M81015,85.4,74.6,84
M81016,76.9,81.8,158
M81017,67.6,76.8,83
M81018,92.8,92.2,65
M81019,72.6,69.3,129
M81020,73.6,74.9,91
M81021,81.3,77.6,109
M81022,75.7,71.9,140
M81024,88.1,84.5,49
M81025,83.4,88.8,45
M81026,55.8,54.6,270
M81027,91.1,87.2,90
M81029,89.7,93.8,79
M81032,82.1,80.1,108
M81033,97.8,98.0,79
M81034,82.8,75.6,77
M81035,77.1,87.7,112
M81037,70.9,77.2,88
M81038,83.2,82.9,111
M81039,91.1,81.1,115
M81040,84.9,84.0,196
M81041,92.9,86.7,107
M81042,91.6,83.7,96
M81043,79.9,73.6,76
M81044,88.5,86.4,110
M81045,98.0,96.3,53
M81046,88.8,86.4,115
M81047,78.8,80.5,87
M81048,93.1,87.4,93
M81049,80.8,77.2,94
M81054,72.9,71.5,57
M81055,87.8,81.4,52
M81056,78.2,77.9,105
M81057,85.2,76.9,142
M81058,88.4,83.5,96
M81061,83.4,84.7,81
M81063,67.9,63.6,96
M81064,88.1,83.1,75
M81066,61.1,45.6,54
M81067,97.6,100.0,56
M81068,85.6,85.9,138
M81069,76.6,75.4,77
M81070,80.9,82.5,96
M81072,75.5,60.2,55
M81074,85.6,74.3,100
M81075,79.7,69.9,109
M81076,80.7,81.3,26
M81077,93.9,97.9,49
M81078,83.3,86.8,58
M81081,92.4,85.1,54
M81082,79.6,70.8,126
M81083,82.5,84.4,43
M81084,83.5,81.0,48
M81090,91.3,90.5,35
M81091,77.1,74.6,113
M81092,63.9,62.4,37
M81093,71.4,65.2,74
M81094,80.2,80.5,79
M81600,95.4,93.0,41
M81604,78.9,83.6,56
M81605,97.4,98.3,57
M81608,95.1,88.4,40
M81616,75.3,74.3,26
M81617,77.7,73.1,42
M81627,79.7,87.6,70
M81629,83.0,78.3,90
Y03602,88.6,93.9,57
D82001,89.5,85.1,137
D82002,66.2,61.4,87
D82003,62.1,64.4,161
D82004,77.6,76.0,103
D82005,85.2,73.2,89
D82006,90.3,86.0,86
D82007,84.1,76.2,221
D82008,86.3,79.7,177
D82009,68.9,72.7,54
D82010,76.9,83.5,44
D82011,87.3,83.7,163
D82012,93.4,87.5,142
D82013,74.7,73.7,66
D82015,78.2,73.0,70
D82016,84.9,70.9,91
D82017,68.6,59.1,78
D82018,85.1,77.1,99
D82019,67.1,66.9,138
D82020,52.1,40.6,70
D82022,85.7,79.9,65
D82023,69.5,59.2,104
D82024,70.3,62.0,96
D82025,86.6,89.0,98
D82026,86.1,85.2,78
D82027,67.1,70.9,56
D82028,74.6,69.6,48
D82029,86.7,76.3,173
D82030,86.6,80.6,82
D82031,81.8,82.1,71
D82032,90.4,92.1,80
D82034,61.9,58.5,121
D82035,70.0,64.6,81
D82036,80.5,79.6,76
D82037,81.4,74.4,96
D82038,89.6,93.6,32
D82039,74.8,64.0,69
D82040,77.2,71.2,98
D82041,72.0,59.7,77
D82042,54.1,51.5,49
D82043,68.6,66.0,48
D82044,76.2,72.1,239
D82045,80.6,74.6,160
D82046,87.9,86.2,42
D82047,71.7,60.0,55
D82048,71.7,68.7,92
D82049,72.7,64.6,27
D82050,85.9,81.5,98
D82051,92.2,97.8,173
D82053,86.0,88.7,54
D82054,79.0,70.4,133
D82056,72.4,62.8,76
D82057,78.9,72.8,62
D82058,84.5,80.5,161
D82059,87.8,93.3,110
D82062,85.7,86.4,80
D82063,62.8,55.3,93
D82064,55.4,47.1,124
D82065,74.8,58.8,62
D82066,85.1,85.0,62
D82067,88.2,90.5,136
D82068,84.7,84.7,69
D82070,88.5,85.8,61
D82071,72.1,67.2,106
D82072,83.1,82.5,36
D82073,72.3,69.5,112
D82076,84.1,75.4,76
D82078,93.3,85.7,97
D82079,88.7,81.1,52
D82080,88.0,84.4,80
D82084,78.2,82.7,68
D82085,99.1,99.5,83
D82087,72.7,63.8,51
D82088,84.0,93.8,195
D82096,78.1,78.1,65
D82099,74.9,54.7,135
D82100,92.6,91.8,45
D82104,74.6,67.8,76
D82105,89.7,85.7,71
D82106,87.2,90.8,55
D82600,96.3,97.4,20
D82604,79.0,78.9,30
D82618,75.1,74.5,46
D82621,88.0,85.5,63
D82624,86.8,83.1,72
D82628,95.2,86.8,42
D83002,74.3,75.4,118
D83009,72.8,73.9,151
D83010,80.8,80.5,57
D83011,66.9,62.1,86
D83016,81.0,81.7,91
D83022,95.6,97.3,56
D83023,70.2,61.3,84
D83030,81.6,73.2,63
D83034,82.9,80.3,104
D83035,84.6,85.1,97
D83047,82.9,69.5,138
D83608,88.5,87.8,61
Y00297,71.0,69.4,34
Y01690,80.2,64.1,57
Y02751,77.9,80.2,92
Y03222,94.2,92.5,65
Y03595,86.8,76.7,61
Y06275,86.4,82.8,54
N81001,88.5,89.5,49
N81002,90.2,86.2,116
N81005,87.6,84.6,91
N81006,91.6,90.5,53
N81008,90.2,84.5,108
N81009,69.3,62.0,55
N81010,85.1,78.2,74
N81013,82.0,79.0,60
N81016,65.7,62.9,212
N81018,93.2,90.7,81
N81022,80.0,78.4,289
N81024,81.3,77.2,89
N81025,91.7,91.8,103
N81027,72.4,78.4,111
N81029,86.1,86.5,113
N81030,89.0,75.6,159
N81031,99.4,98.7,66
N81032,86.6,83.0,256
N81033,97.8,92.3,89
N81034,91.5,88.3,126
N81038,97.7,91.8,80
N81039,85.0,76.3,104
N81040,84.9,90.2,59
N81043,72.2,72.4,46
N81044,57.1,43.3,64
N81046,75.0,69.8,77
N81047,66.2,52.2,87
N81049,77.0,74.0,189
N81050,76.1,67.0,154
N81051,79.8,77.5,59
N81052,80.7,73.0,108
N81053,73.1,64.1,128
N81055,78.3,68.4,59
N81060,92.8,77.8,89
N81061,81.3,78.7,85
N81062,87.7,80.7,139
N81063,85.3,74.8,104
N81067,65.2,56.3,61
N81068,68.4,66.8,106
N81069,99.4,97.5,49
N81070,96.1,96.4,102
N81071,85.0,88.8,41
N81074,85.3,86.9,47
N81077,87.8,88.8,121
N81079,83.7,81.7,87
N81080,79.7,75.7,75
N81081,71.6,74.6,77
N81082,67.6,69.3,109
N81084,87.1,79.7,195
N81085,90.5,86.8,94
N81086,81.2,78.6,133
N81087,71.3,65.0,183
N81088,83.7,79.6,111
N81090,80.0,78.7,43
N81092,88.1,78.5,134
N81093,67.2,71.0,110
N81100,86.5,88.6,70
N81101,82.5,77.2,69
N81102,84.7,77.1,38
N81111,80.6,69.0,61
N81113,77.8,72.3,59
N81115,86.3,82.6,67
N81117,79.0,72.0,45
N81118,75.1,69.6,68
N81120,88.9,88.4,55
N81121,81.5,77.6,61
N81123,86.7,83.5,61
N81125,89.5,82.1,74
N81127,89.4,88.0,80
N81607,67.0,69.0,24
N81614,99.3,99.3,59
N81624,76.4,66.1,68
N81626,93.0,88.1,42
N81632,85.1,79.4,50
N81642,78.0,81.0,38
N81655,100.0,100.0,4
Y04664,77.2,69.0,36
Y05750,97.2,,1
B82007,86.1,77.8,90
B82053,79.2,73.0,129
B83002,83.0,85.2,48
B83005,57.4,60.0,37
B83008,71.0,61.7,139
B83009,74.4,76.2,119
B83010,58.5,48.3,59
B83012,68.4,50.9,73
B83014,87.0,81.5,125
B83015,63.7,61.5,54
B83016,79.9,78.4,65
B83018,67.1,67.3,85
B83019,86.9,84.3,63
B83020,50.6,40.1,94
B83022,94.4,97.7,100
B83025,90.9,84.9,39
B83026,55.3,40.8,30
B83028,73.6,66.4,79
B83029,72.8,60.9,75
B83031,89.2,83.0,37
B83032,63.3,59.2,26
B83033,66.3,60.9,593
B83034,44.5,44.3,30
B83035,68.4,64.8,100
B83037,67.0,65.7,71
B83038,65.8,62.8,117
B83039,84.9,69.6,212
B83041,65.6,56.9,93
B83042,85.3,83.0,72
B83045,67.2,61.9,84
B83051,74.8,77.8,80
B83052,57.4,27.7,128
B83054,70.8,50.9,45
B83055,42.3,37.8,129
B83056,80.2,69.6,66
B83058,68.6,67.3,55
B83062,71.7,64.3,63
B83063,60.0,50.4,118
B83064,79.3,72.4,88
B83067,80.1,78.0,66
B83604,76.4,74.4,34
B83611,64.9,54.9,71
B83614,62.1,64.2,56
B83620,92.2,90.1,35
B83622,85.9,74.0,35
B83624,84.2,81.2,156
B83626,61.2,57.6,37
B83627,78.5,74.7,28
B83628,67.5,59.7,64
B83629,69.4,70.3,21
B83641,69.6,66.3,66
B83642,74.3,69.6,32
B83653,60.4,51.1,44
B83657,84.1,83.2,49
B83659,76.9,70.5,29
B83660,68.9,60.6,40
B83661,74.5,72.5,20
Y01118,80.7,84.8,28
H83001,68.7,62.8,105
H83004,97.0,96.7,117
H83005,93.7,93.8,141
H83006,77.4,74.1,88
H83007,91.2,88.2,95
H83008,88.9,81.4,36
H83009,68.5,65.2,76
H83010,88.9,81.4,62
H83011,77.9,72.5,63
H83012,81.2,78.8,76
H83013,89.5,78.8,169
H83014,95.6,90.6,70
H83015,79.8,73.5,110
H83016,67.4,67.1,163
H83017,70.3,54.3,99
H83018,88.7,78.5,161
H83019,71.6,69.2,56
H83020,79.5,68.7,84
H83021,67.2,59.0,41
H83022,66.7,61.8,41
H83023,74.7,65.4,50
H83024,62.1,52.5,110
H83028,92.1,85.0,92
H83029,85.3,81.5,44
H83030,79.6,69.1,25
H83031,81.1,66.4,30
H83033,92.1,89.4,42
H83034,67.3,69.3,47
H83037,82.1,70.8,65
H83039,93.0,92.9,80
H83042,78.9,73.5,73
H83043,78.6,84.5,62
H83044,74.6,67.0,195
H83049,87.8,93.9,23
H83051,71.7,64.2,143
H83052,85.8,85.0,25
H83053,82.0,72.5,124
H83608,70.3,63.9,81
H83609,86.4,82.1,44
H83611,92.8,92.7,53
H83624,85.1,77.8,75
H83627,80.5,87.6,64
H83631,67.8,59.2,76
H84002,89.9,82.6,117
H84005,81.6,78.6,121
H84006,95.0,91.0,167
H84007,79.3,72.6,64
H84010,86.9,87.7,83
H84012,81.2,83.9,122
H84014,87.7,88.5,23
H84015,90.1,92.2,82
H84016,72.1,65.9,124
H84017,84.5,84.0,110
H84018,87.3,78.2,62
H84020,69.4,70.6,177
H84023,75.0,81.3,102
H84025,82.6,73.4,60
H84027,85.8,79.5,150
H84030,65.5,65.2,89
H84031,86.3,80.1,50
H84032,84.6,83.6,81
H84033,77.9,73.2,52
H84034,93.9,84.3,83
H84039,88.5,90.6,107
H84040,85.1,88.8,100
H84041,76.4,66.3,56
H84042,81.0,85.8,113
H84044,74.2,75.6,62
H84048,87.6,93.2,76
H84050,89.9,84.8,68
H84051,73.6,71.6,56
H84053,88.2,89.5,52
H84054,74.2,76.8,29
H84055,83.4,75.7,98
H84057,84.9,84.1,31
H84059,84.8,85.5,44
H84060,92.8,92.4,71
H84061,87.0,82.2,246
H84062,90.5,83.9,80
H84618,81.6,81.9,44
H84619,93.3,85.8,104
H84623,83.0,75.8,74
H84625,67.0,60.0,34
H84630,83.5,82.5,30
H84635,81.1,74.5,129
H84639,67.7,70.9,41
H85001,73.9,79.1,155
H85002,83.6,66.5,106
H85003,83.1,81.1,65
H85006,83.6,81.9,58
H85007,86.5,79.0,97
H85008,76.1,78.9,53
H85009,80.5,68.9,122
H85011,86.8,81.5,92
H85012,78.2,82.0,210
H85018,85.6,86.5,77
H85020,76.8,73.6,255
H85021,78.3,80.7,50
H85022,90.3,92.3,42
H85023,77.3,78.3,38
H85024,75.5,76.8,66
H85025,88.1,86.0,143
H85026,86.2,80.2,130
H85027,88.4,84.2,126
H85028,79.1,77.4,89
H85029,68.9,60.0,106
H85030,85.1,83.3,116
H85031,84.2,79.9,102
H85033,73.3,51.6,74
H85037,80.1,75.5,122
H85038,75.9,74.2,86
H85041,85.4,78.1,133
H85045,92.2,89.3,138
H85047,80.7,72.5,109
H85048,81.5,71.7,137
H85049,73.9,70.1,52
H85051,89.9,85.7,168
H85052,85.1,89.9,39
H85053,69.6,71.7,37
H85055,88.8,90.8,69
H85057,84.8,88.8,67
H85061,91.2,82.8,227
H85063,57.8,55.7,74
H85065,88.7,80.7,42
H85066,89.9,86.6,191
H85067,79.7,72.0,24
H85069,89.6,83.1,147
H85070,91.7,80.1,92
H85075,83.2,81.0,49
H85076,79.7,73.3,83
H85077,90.5,90.8,62
H85078,68.3,78.4,31
H85082,71.0,62.5,35
H85087,94.5,87.9,107
H85088,89.2,90.6,25
H85090,90.1,84.0,102
H85092,93.4,96.1,58
H85095,76.2,66.2,116
H85100,82.0,82.1,67
H85101,89.0,77.6,82
H85103,88.6,85.4,64
H85105,74.2,74.5,103
H85110,74.7,78.2,42
H85111,75.2,73.8,115
H85112,87.5,86.9,53
H85113,85.8,86.7,40
H85114,77.8,68.1,101
H85115,67.6,63.8,88
H85116,55.5,54.8,65
H85618,71.2,66.7,65
H85634,77.9,76.5,61
H85637,87.9,85.2,12
H85649,63.6,63.9,74
H85653,80.4,75.5,156
H85656,74.5,67.3,44
H85659,83.7,87.2,103
H85662,76.0,76.6,43
H85664,67.3,64.9,15
H85680,63.4,63.9,64
H85682,78.7,77.7,89
H85683,62.5,63.3,28
H85686,92.2,88.2,103
H85693,78.3,80.7,78
Y01132,85.5,87.1,119
Y01206,76.1,68.0,79
Y02423,88.2,80.6,415
Y02946,90.0,89.1,86
Y05317,60.5,51.1,45
Y05318,82.5,79.6,48
Y05857,,,-97
B82002,85.4,84.2,71
B82004,77.1,78.5,91
B82008,91.9,92.1,88
B82010,75.7,73.6,61
B82011,87.1,92.5,52
B82012,89.6,89.7,144
B82013,77.7,72.8,170
B82014,90.3,93.5,64
B82016,82.4,80.0,137
B82017,81.7,64.3,119
B82018,91.3,95.3,67
B82019,96.2,93.0,40
B82022,97.1,98.9,60
B82023,83.5,70.8,52
B82024,49.3,56.6,45
B82025,71.8,67.2,160
B82027,83.5,85.2,125
B82029,92.3,86.6,33
B82030,95.5,91.3,61
B82031,83.5,79.9,92
B82032,84.2,87.2,107
B82033,89.9,86.3,107
B82034,100.0,97.9,70
B82035,91.6,92.9,34
B82036,92.4,91.8,75
B82037,72.3,71.7,69
B82038,64.9,55.3,166
B82041,79.0,82.1,130
B82042,80.6,78.7,73
B82044,94.4,88.8,97
B82045,87.4,88.5,40
B82046,92.5,90.5,31
B82049,88.0,80.9,76
B82050,86.2,85.4,198
B82054,88.0,83.3,154
B82057,96.7,96.0,74
B82059,84.5,82.7,102
B82060,72.8,77.2,98
B82063,94.5,88.9,99
B82064,93.6,92.7,36
B82066,88.1,89.5,93
B82067,98.4,93.2,87
B82068,93.9,93.7,36
B82069,84.9,78.1,69
B82072,98.1,98.9,55
B82073,76.9,74.5,86
B82074,91.0,89.0,176
B82075,83.4,74.3,85
B82077,86.6,86.2,58
B82078,96.5,94.7,65
B82079,92.9,94.8,38
B82086,96.0,94.4,53
B82088,78.2,70.2,88
B82097,64.7,74.3,74
B82101,83.7,79.0,47
B82104,78.6,69.3,58
B82105,77.2,76.7,75
B82106,86.8,80.2,43
B82609,95.8,94.4,42
B82619,98.3,96.1,19
B82622,99.4,99.4,17
B82628,80.1,85.2,38
Y02669,75.3,62.4,40
Y07377,,,-97
C82040,98.1,96.4,98
C84004,47.0,49.2,44
C84005,86.5,79.8,251
C84009,69.3,65.9,99
C84010,64.6,49.6,126
C84011,79.1,79.6,74
C84012,73.9,64.3,93
C84014,82.5,76.3,100
C84016,73.9,68.0,121
C84017,71.9,63.0,198
C84018,70.4,61.4,85
C84019,62.3,66.3,81
C84020,62.9,58.7,45
C84021,77.2,66.5,105
C84023,89.2,95.3,418
C84025,91.7,94.4,78
C84026,80.8,71.6,108
C84028,86.9,85.9,68
C84029,76.3,73.8,174
C84030,89.6,92.2,111
C84032,74.5,64.1,144
C84033,81.8,78.8,77
C84034,75.7,67.7,69
C84036,62.8,56.1,119
C84037,62.8,59.2,84
C84039,77.0,60.7,102
C84042,62.9,57.7,47
C84043,65.3,53.1,81
C84044,76.6,77.2,82
C84045,77.7,83.2,66
C84046,82.5,75.6,74
C84047,86.1,80.3,95
C84049,73.1,75.5,95
C84051,71.7,62.3,140
C84053,64.7,55.9,110
C84055,62.9,59.6,72
C84057,87.3,90.6,39
C84059,64.1,62.9,82
C84060,63.9,53.1,55
C84061,71.2,71.0,68
C84063,61.4,53.1,52
C84064,76.7,72.9,77
C84065,80.2,79.1,41
C84066,71.6,54.0,78
C84067,82.5,76.2,49
C84069,83.1,66.7,116
C84072,74.2,78.2,72
C84074,85.9,83.5,45
C84076,89.8,90.2,38
C84077,71.8,64.3,137
C84078,74.6,60.0,99
C84080,83.2,85.2,121
C84081,77.5,79.6,54
C84084,85.1,82.1,75
C84085,85.4,74.8,94
C84086,93.0,88.9,137
C84087,61.5,54.8,36
C84090,79.6,68.4,79
C84091,69.3,60.8,59
C84092,77.8,78.0,42
C84095,67.9,55.5,50
C84105,66.3,67.4,48
C84106,60.6,65.9,53
C84107,58.5,50.8,44
C84112,72.8,79.3,28
C84113,80.4,76.1,62
C84115,93.4,89.9,92
C84116,67.9,57.6,57
C84117,73.8,79.6,164
C84120,75.9,56.9,122
C84122,72.7,67.1,76
C84123,68.2,72.3,31
C84129,72.3,67.7,72
C84131,87.8,75.7,76
C84136,77.2,68.8,39
C84140,87.2,82.3,45
C84142,89.2,84.8,48
C84144,87.0,84.7,44
C84150,76.0,73.2,38
C84151,88.2,86.9,31
C84605,89.7,87.4,164
C84613,67.4,59.9,83
C84619,82.6,76.1,57
C84621,85.3,81.9,43
C84624,81.1,77.2,47
C84628,73.7,76.5,56
C84629,74.3,70.9,33
C84637,76.6,58.7,76
C84646,58.8,46.2,41
C84654,84.8,72.0,39
C84656,93.2,86.2,81
C84658,59.5,46.9,61
C84660,90.6,98.1,43
C84664,81.0,80.3,44
C84667,85.1,79.3,51
C84676,73.8,68.3,60
C84679,93.1,89.9,43
C84682,89.1,91.9,46
C84683,62.0,56.6,70
C84691,54.9,56.3,49
C84693,69.5,57.5,37
C84694,74.5,81.3,33
C84695,79.3,77.6,34
C84696,72.6,68.1,36
C84703,86.8,84.7,59
C84704,79.2,79.9,62
C84705,70.7,64.5,53
C84714,67.1,76.9,49
C84720,,,-97
Y00026,72.0,69.8,19
Y02847,74.4,60.5,86
Y03124,61.9,58.4,33
Y05369,60.0,49.8,40
Y05622,69.4,65.7,32
Y05690,73.2,70.4,50
Y06356,41.3,42.4,39
Y06443,57.2,47.6,74
Y06792,67.3,69.6,46
H82003,88.9,84.4,97
H82004,86.7,81.0,46
H82005,77.0,72.6,97
H82006,81.6,79.4,52
H82007,86.9,67.3,120
H82009,91.5,81.2,157
H82011,77.5,70.0,127
H82012,84.2,89.2,127
H82013,87.5,81.0,124
H82014,55.0,55.1,78
H82016,71.4,61.9,97
H82017,59.3,48.2,123
H82020,65.7,65.8,69
H82021,89.1,87.0,62
H82022,86.5,85.4,108
H82023,78.7,72.1,291
H82025,85.1,76.8,147
H82026,62.7,64.0,120
H82027,70.7,66.7,29
H82028,65.9,62.3,101
H82030,89.0,87.4,126
H82031,92.9,88.5,67
H82032,96.0,88.4,133
H82033,74.6,59.7,54
H82034,73.3,61.9,218
H82035,80.5,66.7,90
H82036,87.1,84.6,83
H82037,74.8,69.7,103
H82038,70.2,66.3,96
H82039,77.4,69.0,88
H82040,51.4,44.2,152
H82041,87.2,79.1,126
H82042,74.1,65.2,109
H82043,76.3,78.5,94
H82044,77.1,80.5,86
H82045,82.8,72.9,181
H82046,68.0,65.6,83
H82047,77.8,78.5,98
H82048,73.8,73.4,96
H82049,78.4,69.4,87
H82050,84.7,78.9,92
H82051,69.4,54.5,91
H82052,83.6,71.3,145
H82053,73.7,65.1,55
H82055,81.1,76.7,114
H82056,91.7,91.1,133
H82057,85.8,81.7,191
H82058,86.2,80.5,161
H82059,79.9,84.5,100
H82060,77.1,79.0,83
H82061,95.7,95.6,93
H82063,79.9,76.8,139
H82064,79.5,67.7,91
H82065,83.4,65.7,126
H82066,65.6,66.8,109
H82067,82.9,87.5,69
H82070,91.6,86.9,130
H82072,77.7,73.9,107
H82076,96.9,96.4,42
H82077,67.7,61.7,93
H82078,67.2,54.3,71
H82084,87.3,72.8,71
H82087,75.2,76.5,33
H82088,72.1,78.0,46
H82089,70.1,58.5,82
H82091,47.2,40.1,41
H82092,78.8,83.2,89
H82095,77.1,66.5,86
H82096,70.9,62.0,38
H82098,75.8,73.5,78
H82099,80.2,72.3,70
H82100,72.8,71.9,63
H82615,75.4,74.4,72
H82640,91.7,89.1,156
Y00351,78.8,72.0,97
C82076,56.2,58.2,41
C83001,57.3,55.9,174
C83002,60.5,54.8,55
C83003,60.9,56.5,132
C83004,74.0,70.5,90
C83005,69.9,68.0,54
C83007,65.1,57.5,182
C83008,75.6,69.7,55
C83009,78.0,78.9,66
C83010,66.1,64.2,122
C83011,80.4,77.6,103
C83013,67.9,62.4,57
C83014,81.4,64.7,85
C83015,82.4,75.6,74
C83018,50.7,36.0,62
C83019,57.9,64.7,137
C83020,87.3,85.8,93
C83022,84.4,81.3,196
C83023,66.0,63.4,121
C83024,84.3,86.2,34
C83025,84.2,87.8,161
C83026,49.3,54.0,122
C83027,79.5,67.9,86
C83028,73.4,65.6,61
C83029,62.5,68.3,29
C83030,90.0,94.3,49
C83031,87.1,74.3,113
C83032,79.3,78.5,59
C83033,93.5,84.1,37
C83035,85.7,67.6,109
C83036,74.0,69.3,64
C83037,74.1,60.7,73
C83038,67.6,61.8,58
C83039,65.4,62.6,40
C83040,66.0,66.4,101
C83041,79.8,74.5,64
C83042,76.2,70.0,57
C83043,86.3,79.8,97
C83044,71.9,59.8,88
C83045,72.5,65.7,131
C83046,88.7,89.0,56
C83048,70.3,72.0,95
C83049,77.5,71.3,87
C83051,77.5,77.9,71
C83052,98.1,97.2,41
C83053,87.3,85.6,22
C83054,86.4,87.2,137
C83055,87.8,90.6,58
C83056,69.7,61.6,105
C83057,72.2,63.2,60
C83058,91.3,87.9,88
C83059,73.3,68.2,106
C83060,72.8,58.2,117
C83061,76.1,78.2,74
C83062,84.2,88.6,50
C83063,74.2,76.7,125
C83064,76.7,73.5,120
C83065,81.3,79.5,79
C83067,85.2,83.3,63
C83072,85.5,83.5,81
C83073,78.0,83.3,66
C83074,95.0,95.0,51
C83075,84.8,79.4,89
C83078,70.5,65.7,64
C83079,88.5,90.3,59
C83080,84.2,81.1,50
C83082,92.0,88.6,99
C83083,47.3,48.6,37
C83085,67.8,62.2,96
C83611,87.7,79.4,62
C83613,76.0,74.9,43
C83614,86.6,81.7,34
C83617,66.4,72.9,63
C83626,76.3,82.3,83
C83634,78.9,77.1,41
C83635,65.5,58.1,38
C83641,90.0,86.7,36
C83643,88.3,94.0,23
C83649,81.7,68.0,44
C83650,77.2,81.4,33
Y01652,95.0,95.4,63
G83001,88.7,89.1,107
G83002,72.7,72.0,70
G83004,69.6,60.3,96
G83006,70.9,60.4,114
G83009,85.5,69.4,100
G83010,75.2,74.6,111
G83012,79.0,68.9,125
G83013,76.9,85.1,62
G83015,68.6,68.7,53
G83016,54.1,46.0,66
G83018,61.1,71.4,116
G83019,58.1,42.1,91
G83021,78.0,81.0,145
G83024,92.8,93.7,46
G83025,78.6,79.6,93
G83026,77.8,77.6,62
G83027,61.0,66.7,123
G83028,72.5,77.2,104
G83029,83.5,77.8,63
G83030,69.5,78.8,45
G83031,78.4,74.9,56
G83033,61.2,56.8,35
G83039,84.1,79.9,85
G83044,82.5,77.9,106
G83046,84.6,81.7,56
G83049,81.0,79.6,101
G83052,70.7,53.3,127
G83053,79.8,77.8,165
G83057,83.2,73.3,98
G83058,82.1,81.7,101
G83060,84.2,85.5,63
G83062,62.7,60.9,69
G83065,81.5,78.6,131
G83066,62.5,53.8,129
G83067,76.1,71.4,245
G83628,78.1,72.1,80
G83630,66.5,63.0,81
G83631,72.7,72.7,36
G83633,74.3,73.6,43
G83635,74.5,82.6,35
G83641,86.9,86.6,33
G83642,63.7,52.6,63
G83647,80.3,79.4,65
G83651,73.9,73.9,48
G83654,71.7,69.4,41
G83673,84.6,82.8,56
G83680,77.6,68.0,203
G84001,77.8,74.8,106
G84002,73.9,72.6,98
G84003,72.4,80.5,87
G84004,83.1,77.4,82
G84005,84.0,82.5,44
G84006,73.2,64.5,75
G84007,61.4,55.2,51
G84008,82.7,85.6,54
G84009,87.3,88.7,38
G84010,68.2,68.1,165
G84011,81.9,73.2,72
G84013,76.9,78.4,32
G84015,71.3,61.1,82
G84016,59.2,51.2,81
G84017,69.0,71.6,64
G84018,83.3,75.7,67
G84019,73.1,64.1,80
G84020,69.6,64.2,65
G84023,74.8,73.2,77
G84024,70.8,62.1,68
G84025,83.7,75.6,78
G84027,83.9,72.5,176
G84028,85.0,78.6,63
G84029,86.6,79.7,35
G84030,83.5,73.5,58
G84032,68.0,65.5,98
G84033,90.0,79.4,77
G84035,58.0,56.9,49
G84039,74.5,74.4,28
G84040,71.2,75.6,74
G84041,86.9,87.2,36
G84604,71.6,71.6,61
G84607,81.1,67.3,46
G84609,80.1,79.2,29
G84621,54.2,56.4,23
G84624,84.6,76.8,23
G84625,82.2,82.1,62
G84627,82.2,74.4,60
G84629,88.8,85.9,58
G84630,55.1,52.8,16
G85001,51.4,55.8,55
G85002,64.3,57.4,160
G85004,71.7,65.1,256
G85006,68.7,72.8,66
G85011,81.1,68.1,178
G85013,76.0,75.3,71
G85014,76.2,79.3,93
G85015,52.2,40.3,51
G85016,86.9,80.4,139
G85019,85.3,84.2,33
G85020,81.6,77.3,144
G85021,70.5,70.0,36
G85022,81.2,73.6,135
G85023,71.5,71.0,108
G85024,71.9,68.7,110
G85025,83.3,76.4,116
G85026,81.3,79.0,38
G85028,93.6,93.4,133
G85029,65.3,59.5,125
G85030,80.3,77.7,53
G85031,70.1,56.4,51
G85032,84.4,77.7,102
G85034,79.4,75.3,639
G85038,66.3,59.4,355
G85039,87.5,82.7,169
G85040,66.7,62.1,100
G85041,86.2,90.4,73
G85042,84.3,78.8,60
G85044,94.6,96.8,56
G85045,92.0,84.2,80
G85046,86.3,87.0,109
G85047,78.4,79.1,91
G85051,93.0,91.6,86
G85052,77.7,74.8,86
G85053,59.4,60.5,157
G85054,76.8,79.9,65
G85057,75.9,80.1,98
G85061,92.7,92.6,91
G85073,91.1,86.5,75
G85076,66.9,62.2,70
G85083,83.8,87.2,120
G85084,75.2,69.4,133
G85085,85.4,82.7,121
G85086,80.1,82.3,95
G85087,67.1,68.8,120
G85091,84.8,88.2,56
G85096,60.3,54.6,69
G85100,87.3,87.9,87
G85102,69.1,77.0,74
G85104,80.1,75.8,83
G85105,75.5,72.4,51
G85109,88.7,80.9,205
G85114,59.9,56.1,78
G85119,79.1,75.1,53
G85120,67.9,57.0,46
G85121,77.9,74.6,79
G85123,82.3,75.4,94
G85125,70.2,71.2,45
G85127,86.3,83.9,60
G85129,78.1,78.7,61
G85130,74.6,72.1,85
G85132,53.1,50.4,84
G85134,87.6,83.4,81
G85135,76.2,83.3,95
G85136,74.6,80.2,131
G85137,86.0,86.6,77
G85138,75.3,70.8,123
G85623,67.0,62.1,78
G85632,85.0,83.4,82
G85633,80.4,78.2,168
G85642,68.0,70.3,77
G85644,77.1,70.6,51
G85647,94.3,88.6,71
G85651,71.6,63.8,51
G85662,85.7,89.2,71
G85673,83.5,72.2,62
G85674,91.5,95.5,69
G85681,82.2,86.9,42
G85685,87.0,81.6,83
